gene_name	gene_id
ITGA9	3680
CTDSPL	10217
MIR26A1	407015
VILL	50853
PLCD1	5333
DLEC1	9940
ACAA1	30
MYD88	4615
OXSR1	9943
SLC22A13	9390
SLC22A14	9389
XYLB	9942
LOC100128640	100128640
ACVR2B	93
EXOG	9941
SCN5A	6331
SCN10A	6336
SCN11A	11280
WDR48	57599
GORASP1	64689
TTC21A	199223
CSRNP1	64651
XIRP1	165904
LOC729454	729454
CX3CR1	1524
CCR8	1237
SLC25A38	54977
RPSA	3921
SNORA6	574040
SNORA62	6044
MOBP	4336
MYRIP	25924
FLJ33065	440952
EIF1B	10289
ENTPD3	956
ENTPD3-AS1	285266
RPL14	9045
ZNF619	285267
ZNF620	253639
ZNF621	285268
CTNNB1	1499
ULK4	54986
LOC729032	729032
LOC100287063	100287063
TRAK1	22906
CCK	885
LYZL4	131375
VIPR1	7433
SEC22C	9117
SS18L2	51188
NKTR	4820
ZBTB47	92999
KBTBD5	131377
HHATL	57467
CCDC13	152206
HIGD1A	25994
CCBP2	1238
CYP8B1	1582
ZNF662	389114
KRBOX1-AS1	100506275
KRBOX1	100506243
FAM198A	729085
C3orf39	84892
SNRK	54861
ANO10	55129
ABHD5	51099
MIR138-1	406929
C3orf77	375337
C3orf23	285343
LOC100506301	100506301
LOC100506319	100506319
ZNF445	353274
ZNF852	285346
ZNF167	55888
ZNF660	285349
ZNF197	10168
ZNF35	7584
ZNF502	91392
ZNF501	115560
KIAA1143	57456
KIF15	56992
MIR564	693149
TMEM42	131616
TGM4	7047
ZDHHC3	51304
EXOSC7	23016
CLEC3B	7123
CDCP1	64866
TMEM158	25907
LARS2	23395
LIMD1	8994
LOC644714	644714
SACM1L	22908
SLC6A20	54716
LZTFL1	54585
CCR9	10803
FYCO1	79443
CXCR6	10663
XCR1	2829
CCR1	1230
CCR3	1232
CCR2	729230
CCR5	1234
CCRL2	9034
LTF	4057
RTP3	83597
LRRC2	79442
LOC100506485	100506485
TDGF1	6997
LOC100132146	100132146
ALS2CL	259173
TMIE	259236
PRSS50	29122
PRSS46	100287362
PRSS45	377047
PRSS42	339906
MYL3	4634
PTH1R	5745
CCDC12	151903
NBEAL2	23218
NRADDP	100129354
SETD2	29072
FLJ39534	285352
KIF9	64147
KLHL18	23276
PTPN23	25930
SCAP	22937
C3orf75	54859
CSPG5	10675
SMARCC1	6599
DHX30	22907
MIR1226	100302232
MAP4	4134
CDC25A	993
MIR4443	100616407
CAMP	820
ZNF589	51385
NME6	10201
SPINK8	646424
MIR2115	100313840
FBXW12	285231
PLXNB1	5364
CCDC51	79714
CCDC72	51372
ATRIP	84126
TREX1	11277
SHISA5	51246
PFKFB4	5210
UCN2	90226
COL7A1	1294
MIR711	100313843
UQCRC1	7384
TMEM89	440955
SLC26A6	65010
CELSR3	1951
MIR4793	100616112
NCKIPSD	51517
IP6K2	51447
PRKAR2A	5576
PRKAR2A-AS1	100506637
SLC25A20	788
C3orf71	646450
ARIH2	10425
LOC100506651	100506651
P4HTM	54681
WDR6	11180
DALRD3	55152
MIR425	494337
NDUFAF3	25915
MIR191	406966
IMPDH2	3615
QRICH1	54870
QARS	5859
USP19	10869
LAMB2	3913
LAMB2P1	22973
CCDC71	64925
KLHDC8B	200942
LOC646498	646498
CCDC36	339834
STGC3	474171
C3orf62	375341
MIR4271	100422952
USP4	7375
GPX1	2876
LOC100289130	100289130
RHOA	387
TCTA	6988
AMT	275
NICN1	84276
DAG1	1605
BSN-AS2	100132677
BSN	8927
APEH	327
MST1	4485
RNF123	63891
AMIGO3	386724
GMPPB	29925
IP6K1	9807
CDHR4	389118
FAM212A	389119
UBA7	7318
TRAIP	10293
CAMKV	79012
MST1R	4486
MON1A	84315
RBM6	10180
LOC100506758	100506758
RBM5	10181
LUST	100775107
LOC100129060	100129060
SEMA3F	6405
MIR566	693151
GNAT1	2779
SLC38A3	10991
GNAI2	2771
SEMA3B	7869
C3orf45	132228
IFRD2	7866
HYAL3	8372
NAT6	24142
HYAL1	3373
HYAL2	8692
TUSC2	11334
RASSF1	11186
ZMYND10	51364
NPRL2	10641
CYB561D2	11068
TMEM115	11070
CACNA2D2	9254
LOC100506802	100506802
C3orf18	51161
HEMK1	51409
CISH	1154
MAPKAPK3	7867
MIR4787	100616138
DOCK3	1795
MANF	7873
RBM15B	29890
VPRBP	9730
RAD54L2	23132
TEX264	51368
GRM2	2912
IQCF6	440956
IQCF4	100506840
IQCF3	401067
IQCF2	389123
IQCF5	389124
IQCF1	132141
RRP9	9136
PARP3	10039
GPR62	118442
PCBP4	57060
ABHD14B	84836
ABHD14A	25864
ABHD14A-ACY1	100526760
ACY1	95
RPL29	6159
DUSP7	1849
C3orf74	100128378
POC1A	25886
ALAS1	211
TLR9	54106
TWF2	11344
PPM1M	132160
WDR82	80335
MIRLET7G	406890
GLYCTK	132158
MIR135A1	406925
DNAH1	25981
BAP1	8314
PHF7	51533
SEMA3G	56920
TNNC1	7134
NISCH	11188
STAB1	23166
NT5DC2	64943
C3orf78	440957
PBRM1	55193
LOC100506856	100506856
GNL3	26354
SNORD19	692089
SNORD19B	100113381
SNORD69	692109
GLT8D1	55830
SPCS1	28972
NEK4	6787
ITIH1	3697
ITIH3	3699
ITIH4	3700
MUSTN1	389125
TMEM110-MUSTN1	100526772
TMEM110	375346
SFMBT1	51460
LOC401068	401068
RFT1	91869
PRKCD	5580
TKT	7086
DCP1A	55802
CACNA1D	776
CHDH	55349
IL17RB	55540
ACTR8	93973
SELK	58515
CACNA2D3	55799
ESRG	790952
LRTM1	57408
WNT5A	7474
ERC2	26059
C3orf51	711
MIR3938	100500875
CCDC66	285331
FAM208A	23272
ARHGEF3	50650
SPATA12	353324
IL17RD	54756
HESX1	8820
APPL1	26060
ASB14	142686
DNAH12	201625
PDE12	201626
ARF4	378
FAM116A	201627
LOC100287789	100287789
SLMAP	7871
FLNB	2317
FLNB-AS1	100506906
DNASE1L3	1776
ABHD6	57406
RPP14	11102
PXK	54899
PDHB	5162
KCTD6	200845
ACOX2	8309
FAM107A	11170
LOC100506924	100506924
FAM3D	131177
C3orf67	200844
PTPRG	5793
ID2B	84099
LOC100506994	100506994
C3orf14	57415
FEZF2	55079
CADPS	8618
LOC285401	285401
SYNPR	132204
SNTN	132203
C3orf49	132200
THOC7	80145
ATXN7	6314
LOC100507062	100507062
PSMD6	9861
LOC100653177	100653177
LOC100652759	100652759
LOC100287879	100287879
PRICKLE2	166336
ADAMTS9	56999
ADAMTS9-AS1	100507082
ADAMTS9-AS2	100507098
MAGI1	9223
MAGI1-IT1	151877
LOC100508226	100508226
SLC25A26	115286
LRIG1	26018
KBTBD8	84541
MIR4272	100422941
SUCLG2	8801
FAM19A1	407738
FAM19A4	151647
C3orf64	285203
TMF1	7110
MIR3136	100422859
UBA3	9039
ARL6IP5	10550
LMOD3	56203
FRMD4B	23150
MITF	4286
FOXP1	27086
MIR1284	100302112
FOXP1-IT1	100506815
EIF4E3	317649
GPR27	2850
PROK2	60675
LOC285286	285286
LOC201617	201617
RYBP	23429
LOC100506865	100506865
SHQ1	55164
GXYLT2	727936
PPP4R2	151987
EBLN2	55096
PDZRN3	23024
CNTN3	5067
FAM86DP	692099
LOC100287195	100287195
MIR1324	100302212
FRG2C	100288801
LOC285299	285299
DUX5	26581
DUX3	26582
FLJ20518	647476
LOC401074	401074
ZNF717	100131827
LOC100287163	100287163
MIR4273	100422955
ROBO2	6092
ROBO1	6091
MIR3923	100500877
LOC728290	728290
GBE1	2632
LOC440970	440970
CADM2	253559
VGLL3	389136
MIR4795	100616161
CHMP2B	25978
POU1F1	5449
HTR1F	3355
CGGBP1	8545
ZNF654	55279
C3orf38	285237
LOC100506944	100506944
EPHA3	2042
PROS1	5627
ARL13B	200894
STX19	415117
DHFRL1	200895
NSUN3	63899
LOC255025	255025
EPHA6	285220
ARL6	84100
CRYBG3	131544
MINA	84864
GABRR3	200959
OR5AC2	81050
OR5H1	26341
OR5H14	403273
OR5H15	403274
OR5H6	79295
OR5H2	79310
OR5K4	403278
OR5K3	403277
OR5K1	26339
OR5K2	402135
CLDND1	56650
GPR15	2838
CPOX	1371
ST3GAL6	10402
DCBLD2	131566
LOC100506377	100506377
COL8A1	1295
C3orf26	84319
FILIP1L	11259
MIR3921	100500859
TMEM30C	644444
TBC1D23	55773
NIT2	56954
TOMM70A	9868
LNP1	348801
TMEM45A	55076
GPR128	84873
TFG	10342
ABI3BP	25890
IMPG2	50939
SENP7	57337
LOC100287852	100287852
FAM172BP	131909
RG9MTD1	54931
PCNP	57092
ZBTB11	27107
LOC100009676	100009676
RPL24	6152
LOC285359	285359
CEP97	79598
FAM55C	91775
NFKBIZ	64332
LOC152225	152225
ZPLD1	131368
MIR548AB	100616336
ALCAM	214
CBLB	868
LOC100302640	100302640
LOC100506487	100506487
LOC344595	344595
CCDC54	84692
BBX	56987
LOC151658	151658
LOC285205	285205
CD47	961
IFT57	55081
HHLA2	11148
MYH15	22989
KIAA1524	57650
DZIP3	9666
RETNLB	84666
TRAT1	50852
GUCA1C	9626
MORC1	27136
MORC1-AS1	100506506
FLJ22763	401081
LINC00488	677779
DPPA2	151871
DPPA4	55211
FLJ25363	401082
MIR4445	100616129
LOC151760	151760
PVRL3-AS1	100506555
PVRL3	25945
CD96	10225
ZBED2	79413
PLCXD2	257068
PHLDB2	90102
ABHD10	55347
TAGLN3	29114
TMPRSS7	344805
C3orf52	79669
MIR567	693152
GCET2	257144
SLC9A10	285335
CD200	4345
LOC100506591	100506591
BTLA	151888
ATG3	64422
SLC35A5	55032
CCDC80	151887
LOC100129297	100129297
CD200R1L	344807
CD200R1	131450
GTPBP8	29083
C3orf17	25871
BOC	91653
WDR52	55779
SPICE1	152185
SIDT1	54847
MIR4446	100616476
KIAA2018	205717
NAA50	80218
ATP6V1A	523
GRAMD1C	54762
ZDHHC23	254887
KIAA1407	57577
QTRTD1	79691
DRD3	1814
LOC100653340	100653340
ZNF80	7634
TIGIT	201633
MIR568	693153
ZBTB20	26137
ZBTB20-AS1	100131117
ZBTB20-AS2	100506673
MIR4796	100616166
GAP43	2596
LSAMP	4045
LSAMP-AS1	100506708
LSAMP-AS3	285194
MIR4447	100616485
LSAMP-AS4	100506724
IGSF11	152404
IGSF11-AS1	100506765
C3orf30	152405
UPK1B	7348
B4GALT4	8702
ARHGAP31	57514
TMEM39A	55254
POGLUT1	56983
TIMMDC1	51300
CD80	941
ADPRH	141
PLA1A	51365
POPDC2	64091
COX17	10063
C3orf15	89876
LOC100652862	100652862
NR1I2	8856
GSK3B	2932
GPR156	165829
LRRC58	116064
FSTL1	11167
MIR198	406975
NDUFB4	4710
HGD	3081
RABL3	285282
GTF2E1	2960
STXBP5L	9515
POLQ	10721
ARGFX	503582
FBXO40	51725
HCLS1	3059
GOLGB1	2804
IQCB1	9657
EAF2	55840
SLC15A2	6565
ILDR1	286676
CD86	942
CASR	846
CSTA	1475
CCDC58	131076
FAM162A	26355
WDR5B	54554
KPNA1	3836
PARP9	83666
DTX3L	151636
PARP15	165631
PARP14	54625
HSPBAP1	79663
DIRC2	84925
LOC100129550	100129550
SEMA5B	54437
PDIA5	10954
SEC22A	26984
ADCY5	111
PTPLB	201562
MYLK-AS1	100506826
MYLK	4638
CCDC14	64770
ROPN1	54763
KALRN	8997
UMPS	7372
MIR544B	100422864
ITGB5	3693
MUC13	56667
HEG1	57493
SLC12A8	84561
ZNF148	7707
SNX4	8723
OSBPL11	114885
MIR548I1	100302204
LOC100131679	100131679
LOC100125556	100125556
ALG1L	200810
ROPN1B	152015
SLC41A3	54946
ALDH1L1	10840
LOC644662	644662
KLF15	28999
LOC100506907	100506907
CCDC37	348807
ZXDC	79364
UROC1	131669
CHST13	166012
C3orf22	152065
TXNRD3NB	645840
TXNRD3	114112
NUP210P1	255330
CHCHD6	84303
LOC100132481	100132481
PLXNA1	5361
C3orf56	285311
TPRA1	131601
MCM2	4171
PODXL2	50512
ABTB1	80325
MGLL	11343
KBTBD12	166348
SEC61A1	29927
RUVBL1	8607
EEFSEC	60678
MIR1280	100302200
DNAJB8	165721
DNAJB8-AS1	285224
GATA2	2624
LOC100506995	100506995
LOC90246	90246
C3orf27	23434
RPN1	6184
RAB7A	7879
LOC653712	653712
ACAD9	28976
LOC100132731	100132731
KIAA1257	57501
CCDC48	79825
GP9	2815
RAB43	339122
ISY1-RAB43	100534599
ISY1	57461
CNBP	7555
COPG	22820
C3orf37	56941
H1FX	8971
H1FX-AS1	339942
RPL32P3	132241
SNORA7B	677797
C3orf25	90288
MBD4	8930
IFT122	55764
RHO	6010
H1FOO	132243
PLXND1	23129
TMCC1	23023
LOC100507015	100507015
LOC100507032	100507032
TRH	7200
ARVP6125	442092
ALG1L2	644974
FAM86HP	729375
COL6A4P2	646300
COL6A5	256076
COL6A6	131873
PIK3R4	30849
ATP2C1	27032
ASTE1	28990
NEK11	79858
LOC339874	339874
NUDT16P1	152195
NUDT16	131870
MRPL3	11222
SNORA58	677836
LOC100507134	100507134
CPNE4	131034
ACPP	55
DNAJC13	23317
ACAD11	84129
NPHP3-ACAD11	100532724
CCRL1	51554
UBA5	79876
NPHP3	27031
NPHP3-AS1	348808
TMEM108	66000
BFSP2	8419
CDV3	55573
TOPBP1	11073
TF	7018
SRPRB	58477
RAB6B	51560
C3orf36	80111
SLCO2A1	6578
LOC100507210	100507210
RYK	6259
AMOTL2	51421
LOC100507224	100507224
MIR4788	100616281
ANAPC13	25847
CEP63	80254
KY	339855
EPHB1	2047
PPP2R3A	5523
MSL2	55167
PCCB	5096
STAG1	10274
LOC100131035	100131035
TMEM22	80723
LOC100507239	100507239
NCK1	4690
IL20RB	53833
SOX14	8403
LOC100507274	100507274
CLDN18	51208
DZIP1L	199221
A4GNT	51146
DBR1	51163
ARMC8	25852
NME9	347736
MRAS	22808
ESYT3	83850
CEP70	80321
FAIM	55179
LOC256374	256374
PIK3CB	5291
FOXL2	668
C3orf72	401089
PRR23A	729627
PRR23B	389151
PRR23C	389152
BPESC1	60467
PISRT1	140464
MRPS22	56945
COPB2	9276
LOC100507291	100507291
RBP2	5948
RBP1	5947
NMNAT3	349565
CLSTN2	64084
LOC100507335	100507335
TRIM42	287015
SLC25A36	55186
SPSB4	92369
ACPL2	92370
ZBTB38	253461
RASA2	5922
LOC646730	646730
RNF7	9616
GRK7	131890
ATP1B3	483
LOC100507375	100507375
TFDP2	7029
GK5	256356
XRN1	54464
ATR	545
PLS1	5357
TRPC1	7220
PCOLCE2	26577
LOC100507389	100507389
PAQR9	344838
LOC100289361	100289361
U2SURP	23350
CHST2	9435
SLC9A9	285195
C3orf58	205428
PLOD2	5352
PLSCR4	57088
LOC440981	440981
PLSCR2	57047
PLSCR1	5359
PLSCR5	389158
ZIC4	84107
ZIC1	7545
FLJ30375	440982
LOC100507447	100507447
LOC100507461	100507461
AGTR1	185
CPB1	1360
CPA3	1359
GYG1	2992
HLTF	6596
HPS3	84343
CP	1356
TM4SF18	116441
TM4SF1	4071
TM4SF4	7104
WWTR1	25937
WWTR1-AS1	100128025
COMMD2	51122
ANKUB1	389161
RNF13	11342
LOC100510017	100510017
PFN2	5217
LOC646903	646903
TMEM183B	653659
TSC22D2	9819
SERP1	27230
LOC100652937	100652937
LOC100653107	100653107
EIF2A	83939
SELT	51714
FAM194A	131831
SIAH2	6478
CLRN1	7401
CLRN1-AS1	116933
MED12L	116931
GPR171	29909
P2RY14	9934
GPR87	53836
P2RY13	53829
P2RY12	64805
IGSF10	285313
AADACL2	344752
LOC201651	201651
AADAC	13
SUCNR1	56670
LOC401093	401093
MBNL1	4154
TMEM14E	645843
P2RY1	5028
RAP2B	5912
C3orf79	152118
ARHGEF26-AS1	100507524
ARHGEF26	26084
DHX36	170506
GPR149	344758
MME	4311
LOC100507537	100507537
PLCH1	23007
C3orf33	285315
SLC33A1	9197
GMPS	8833
KCNAB1	7881
SSR3	6747
TIPARP-AS1	100287227
TIPARP	25976
LOC730091	730091
PA2G4P4	647033
LEKR1	389170
LOC339894	339894
LOC100498859	100498859
CCNL1	57018
VEPH1	79674
PTX3	5806
C3orf55	152078
SHOX2	6474
RSRC1	51319
MLF1	4291
GFM1	85476
LXN	56925
RARRES1	5918
LOC100287290	100287290
MFSD1	64747
IQCJ	654502
IQCJ-SCHIP1	100505385
SCHIP1	29970
MIR3919	100500803
IL12A	3592
C3orf80	401097
IFT80	57560
SMC4	10051
MIR15B	406949
MIR16-2	406951
TRIM59	286827
KPNA4	3840
SCARNA7	677767
ARL14	80117
PPM1L	151742
B3GALNT1	8706
NMD3	51068
SPTSSB	165679
OTOL1	131149
LOC647107	647107
MIR1263	100302148
MIR720	100302198
SI	6476
SLITRK3	22865
BCHE	590
ZBBX	79740
SERPINI2	5276
WDR49	151790
PDCD10	11235
SERPINI1	5274
LOC646168	646168
GOLIM4	27333
EGFEM1P	93556
MIR551B	693136
LOC100507661	100507661
MECOM	2122
LOC100505473	100505473
TERC	7012
ARPM1	84517
MYNN	55892
LRRC34	151827
LRRIQ4	344657
LRRC31	79782
SAMD7	344658
LOC100128164	100128164
SEC62	7095
LOC100505492	100505492
GPR160	26996
PHC3	80012
PRKCI	5584
SKIL	6498
CLDN11	5010
SLC7A14	57709
RPL22L1	200916
EIF5A2	56648
LOC100505508	100505508
SLC2A2	6514
TNIK	23043
MIR569	693154
PLD1	5337
TMEM212	389177
FNDC3B	64778
GHSR	2693
TNFSF10	8743
NCEH1	57552
LOC100505528	100505528
ECT2	1894
SPATA16	83893
NLGN1	22871
NAALADL2	254827
MIR4789	100616395
LOC100505547	100505547
TBL1XR1	79718
LOC100505566	100505566
KCNMB2	10242
ZMAT3	64393
PIK3CA	5290
KCNMB3	27094
ZNF639	51193
MFN1	55669
GNB4	59345
ACTL6A	86
MRPL47	57129
NDUFB5	4711
USP13	8975
PEX5L	51555
PEX5L-AS2	100505598
LOC100505609	100505609
TTC14	151613
CCDC39	339829
FXR1	8087
DNAJC19	131118
SOX2-OT	347689
SOX2	6657
FLJ46066	401103
ATP11B	23200
DCUN1D1	54165
MCCC1	56922
LAMP3	27074
MCF2L2	23101
B3GNT5	84002
LOC100505668	100505668
LOC100505687	100505687
KLHL6	89857
KLHL24	54800
YEATS2	55689
MAP6D1	79929
PARL	55486
MIR4448	100616127
ABCC5	10057
HTR3D	200909
HTR3C	170572
HTR3E	285242
EIF2B5	8893
DVL3	1857
AP2M1	1173
ABCF3	55324
VWA5B2	90113
MIR1224	100187716
ALG3	10195
ECE2	9718
CAMK2N2	94032
PSMD2	5708
EIF4G1	1981
SNORD66	692107
FAM131A	131408
CLCN2	1181
POLR2H	5437
THPO	7066
CHRD	8646
LOC100508383	100508383
EPHB3	2049
MAGEF1	64110
LOC100505710	100505710
VPS8	23355
LOC100505729	100505729
C3orf70	285382
LOC339926	339926
EHHADH	1962
MAP3K13	9175
TMEM41A	90407
LIPH	200879
SENP2	59343
LOC100505787	100505787
IGF2BP2	10644
C3orf65	646600
TRA2B	6434
LOC344887	344887
ETV5	2119
DGKG	1608
LOC253573	253573
CRYGS	1427
TBCCD1	55171
DNAJB11	51726
LOC100652966	100652966
LOC100653337	100653337
AHSG	197
FETUB	26998
HRG	3273
KNG1	3827
EIF4A2	1974
SNORD2	619567
MIR1248	100302143
SNORA81	677847
SNORA63	6043
SNORA4	619568
RFC4	5984
ADIPOQ	9370
ST6GAL1	6480
LOC100508227	100508227
RPL39L	116832
RTP1	132112
MASP1	5648
RTP4	64108
SST	6750
RTP2	344892
LOC100131635	100131635
BCL6	604
LOC100505844	100505844
LPP-AS2	339929
LPP	4026
FLJ42393	401105
MIR28	407020
LOC100505861	100505861
TPRG1	285386
TP63	8626
MIR944	100126340
LEPREL1	55214
CLDN1	9076
CLDN16	10686
TMEM207	131920
IL1RAP	3556
GMNC	647309
SNAR-I	100170222
OSTN	344901
UTS2D	257313
CCDC50	152137
PYDC2	152138
FGF12	2257
MB21D2	151963
HRASLS	57110
MGC2889	84789
ATP13A5	344905
ATP13A4	84239
OPA1	4976
LOC647323	647323
LOC100128023	100128023
LOC100505902	100505902
HES1	3280
LOC100505920	100505920
LOC100131551	100131551
CPN2	1370
LRRC15	131578
GP5	2814
ATP13A3	79572
FLJ34208	401106
LOC100507033	100507033
LOC100507297	100507297
TMEM44	93109
LSG1	55341
FAM43A	131583
LOC100507391	100507391
XXYLT1	152002
MIR3137	100422926
ACAP2	23527
PPP1R2	5504
APOD	347
SDHAP2	727956
MIR570	693155
LOC440993	440993
MUC20	200958
MUC4	4585
TNK2	10188
LOC100128262	100128262
SDHAP1	255812
TFRC	7037
LOC401109	401109
ZDHHC19	131540
OSTalpha	200931
PCYT1A	5130
TCTEX1D2	255758
TM4SF19-TCTEX1D2	100534611
TM4SF19	116211
UBXN7	26043
RNF168	165918
C3orf43	255798
WDR53	348793
FBXO45	200933
LRRC33	375387
CEP19	84984
PIGX	54965
PAK2	5062
RNU6-42	100302742
SENP5	205564
NCBP2	22916
LOC152217	152217
PIGZ	80235
MFI2	4241
MFI2-AS1	100507057
DLG1	1739
MIR4797	100616216
LOC100507086	100507086
LOC100129516	100129516
BDH1	622
LOC220729	220729
LOC100507153	100507153
KIAA0226	9711
MIR922	100126321
FYTTD1	84248
LRCH3	84859
LOC100509367	100509367
IQCG	84223
RPL35A	6165
LMLN	89782
ANKRD18DP	348840
FAM157A	728262
ZNF595	152687
ZNF718	255403
ZNF876P	642280
ZNF732	654254
ZNF141	7700
MIR571	693156
ABCA11P	79963
ZNF721	170960
PIGG	54872
PDE6B	5158
LOC100507653	100507653
ATP5I	521
MYL5	4636
MFSD7	84179
PCGF3	10336
LOC100129917	100129917
CPLX1	10815
GAK	2580
TMEM175	84286
DGKQ	1609
SLC26A1	10861
IDUA	3425
FGFRL1	53834
RNF212	285498
TMED11P	100379220
FLJ35816	401114
SPON2	10417
LOC100130872	100130872
LOC285463	285463
CTBP1	1487
C4orf42	92070
MAEA	10296
KIAA1530	57654
CRIPAK	285464
LOC100507054	100507054
FAM53A	152877
SLBP	7884
TMEM129	92305
TACC3	10460
FGFR3	2261
LETM1	3954
WHSC1	7468
SCARNA22	677770
WHSC2	7469
MIR943	100126332
C4orf48	401115
NAT8L	339983
POLN	353497
HAUS3	79441
MXD4	10608
MIR4800	100616358
ZFYVE28	57732
LOC402160	402160
RNF4	6047
FAM193A	8603
TNIP2	79155
SH3BP2	6452
ADD1	118
MFSD10	10227
C4orf10	317648
NOP14	8602
GRK4	2868
HTT-AS1	100750326
HTT	3064
C4orf44	345222
RGS12	6002
HGFAC	3083
DOK7	285489
LRPAP1	4043
FLJ35424	285492
LOC100133461	100133461
LOC100507150	100507150
ADRA2C	152
FAM86EP	348926
OTOP1	133060
TMEM128	85013
LYAR	55646
ZBTB49	166793
D4S234E	27065
STX18	53407
LOC100507266	100507266
MSX1	4487
CYTL1	54360
STK32B	55351
C4orf6	10141
EVC2	132884
EVC	2121
LOC100508202	100508202
LOC100507314	100507314
CRMP1	1400
LOC100507292	100507292
MIR378D1	100616201
C4orf50	389197
JAKMIP1	152789
LOC285484	285484
WFS1	7466
PPP2R2C	5522
MAN2B2	23324
MRFAP1	93621
LOC100507376	100507376
LOC93622	93622
S100P	6286
MRFAP1L1	114932
CNO	55330
KIAA0232	9778
TBC1D14	57533
LOC100129931	100129931
CCDC96	257236
TADA2B	93624
GRPEL1	80273
FLJ36777	730971
SORCS2	57537
MIR4798	100616471
PSAPL1	768239
MIR4274	100422826
AFAP1-AS1	84740
AFAP1	60312
LOC389199	389199
ABLIM2	84448
MIR95	407052
SH3TC1	54436
HTRA3	94031
ACOX3	8310
METTL19	152992
GPR78	27201
CPZ	8532
HMX1	3166
LOC100653164	100653164
LOC650293	650293
LOC100288392	100288392
LOC100287045	100287045
LOC100287144	100287144
LOC100287178	100287178
LOC100287205	100287205
LOC100287238	100287238
LOC100288520	100288520
LOC100287327	100287327
LOC100287364	100287364
LOC100287404	100287404
LOC100287441	100287441
LOC100287478	100287478
LOC100287513	100287513
LOC728369	728369
LOC728373	728373
LOC728379	728379
USP17L5	728386
LOC728393	728393
LOC728400	728400
LOC728405	728405
LOC728419	728419
USP17L6P	391622
DEFB131	644414
MIR548I2	100302277
DRD5	1816
SLC2A9	56606
WDR1	9948
MIR3138	100423011
ZNF518B	85460
CLNK	116449
MIR572	693157
HS3ST1	9957
HSP90AB2P	391634
RAB28	9364
LOC285547	285547
NKX3-2	579
LOC285548	285548
BOD1L	259282
LOC391636	391636
LOC152742	152742
LOC441009	441009
CPEB2	132864
C1QTNF7	114905
CC2D2A	57545
FBXL5	26234
FAM200B	285550
BST1	683
CD38	952
FGFBP1	9982
FGFBP2	83888
PROM1	8842
TAPT1	202018
FLJ39653	202020
LDB2	9079
QDPR	5860
CLRN2	645104
LAP3	51056
MED28	80306
FAM184B	27146
DCAF16	54876
NCAPG	64151
LCORL	254251
SLIT2	9353
SLIT2-IT1	100505893
MIR218-1	407000
PACRGL	133015
KCNIP4	80333
LOC100507852	100507852
KCNIP4-IT1	359822
LOC100505912	100505912
GPR125	166647
GBA3	57733
LOC100505937	100505937
PPARGC1A	10891
LOC729175	729175
MIR573	693158
DHX15	1665
LOC100507930	100507930
SOD3	6649
CCDC149	91050
LGI2	55203
SEPSECS	51091
LOC285540	285540
PI4K2B	55300
ZCCHC4	29063
ANAPC4	29945
SLC34A2	10568
SEL1L3	23231
LOC100506024	100506024
C4orf52	389203
RBPJ	3516
CCKAR	886
TBC1D19	55296
LOC100506048	100506048
STIM2	57620
MIR4275	100422937
PCDH7	5099
ARAP2	116984
DTHD1	401124
MIR1255B1	100313806
LOC100508631	100508631
MIR4801	100616435
KIAA1239	57495
C4orf19	55286
RELL1	768211
PGM2	55276
TBC1D1	23216
PTTG2	10744
FLJ13197	79667
KLF3	51274
TLR10	81793
TLR1	7096
TLR6	10333
FAM114A1	92689
MIR574	693159
TMEM156	80008
KLHL5	51088
WDR19	57728
RFC1	5981
KLB	152831
RPL9	6133
LIAS	11019
LOC401127	401127
UGDH	7358
C4orf34	201895
UBE2K	3093
PDS5A	23244
LOC344967	344967
N4BP2	55728
RHOH	399
CHRNA9	55584
RBM47	54502
MIR4802	100616274
NSUN7	79730
APBB2	323
UCHL1	7345
LIMCH1	22998
PHOX2B	8929
TMEM33	55161
DCAF4L1	285429
SLC30A9	10463
BEND4	389206
SHISA3	152573
ATP8A1	10396
GRXCR1	389207
LOC100506827	100506827
KCTD8	386617
YIPF7	285525
GUF1	60558
GNPDA2	132789
GABRG1	2565
GABRA2	2555
COX7B2	170712
GABRA4	2557
GABRB1	2560
COMMD8	54951
ATP10D	57205
CORIN	10699
NFXL1	152518
CNGA1	1259
NIPAL1	152519
TXK	7294
TEC	7006
SLAIN2	57606
SLC10A4	201780
ZAR1	326340
FRYL	285527
OCIAD1	54940
OCIAD2	132299
CWH43	80157
DCUN1D4	23142
LRRC66	339977
SGCB	6443
SPATA18	132671
USP46	64854
LOC643783	643783
SNHG13	57291
MIR4449	100616436
SNORA26	677810
ERVMER34-1	100288413
LOC152578	152578
RASL11B	65997
SCFD2	152579
LOC100506387	100506387
FIP1L1	81608
LNX1	84708
RPL21P44	402176
CHIC2	26511
GSX2	170825
PDGFRA	5156
KIT	3815
KDR	3791
SRD5A3	79644
LOC100506462	100506462
TMEM165	55858
LOC100506486	100506486
CLOCK	9575
PDCL2	132954
NMU	10874
LOC644145	644145
EXOC1	55763
CEP135	9662
KIAA1211	57482
AASDH	132949
PPAT	5471
PAICS	10606
SRP72	6731
ARL9	132946
LOC100506564	100506564
HOPX	84525
SPINK2	6691
REST	5978
NOA1	84273
POLR2B	5431
IGFBP7	3490
LOC255130	255130
LOC100507160	100507160
MIR548AG1	100616450
LPHN3	23284
LOC100652734	100652734
